Start,B6B6B6,
End,494949,
,,
x,y,Luminance
8.490240E-3,974.783182E-3,61.928551
8.506320E-3,970.843077E-3,61.712383
8.522401E-3,971.631229E-3,61.755623
8.538481E-3,969.267070E-3,61.625919
8.554560E-3,974.783182E-3,61.928551
8.570640E-3,981.875360E-3,62.317650
8.586721E-3,977.147341E-3,62.058254
8.602801E-3,973.207235E-3,61.842087
8.618880E-3,967.691123E-3,61.539455
8.634960E-3,975.571275E-3,61.971786
8.651040E-3,974.783182E-3,61.928551
8.667121E-3,976.359248E-3,62.015018
8.683201E-3,973.995209E-3,61.885319
8.699280E-3,973.207235E-3,61.842087
8.715360E-3,975.571275E-3,61.971786
8.731441E-3,973.207235E-3,61.842087
8.747521E-3,973.995209E-3,61.885319
8.763600E-3,973.995209E-3,61.885319
8.779680E-3,983.451545E-3,62.404121
8.795761E-3,981.875360E-3,62.317650
8.811841E-3,979.511380E-3,62.187954
8.827920E-3,977.935374E-3,62.101490
8.844000E-3,970.843077E-3,61.712383
8.860081E-3,969.267070E-3,61.625919
8.876161E-3,970.843077E-3,61.712383
8.892241E-3,969.267070E-3,61.625919
8.908320E-3,977.147341E-3,62.058254
8.924400E-3,979.511380E-3,62.187954
8.940481E-3,982.663512E-3,62.360889
8.956561E-3,977.147341E-3,62.058254
8.972640E-3,971.631229E-3,61.755623
8.988720E-3,973.207235E-3,61.842087
9.004801E-3,979.511380E-3,62.187954
9.020881E-3,981.087387E-3,62.274418
9.036960E-3,978.723407E-3,62.144722
9.053040E-3,980.299413E-3,62.231186
9.069121E-3,978.723407E-3,62.144722
9.085201E-3,983.451545E-3,62.404121
9.101281E-3,983.451545E-3,62.404121
9.117360E-3,975.571275E-3,61.971786
9.133440E-3,974.783182E-3,61.928551
9.149521E-3,974.783182E-3,61.928551
9.165601E-3,972.419202E-3,61.798855
9.181680E-3,973.995209E-3,61.885319
9.197760E-3,981.875360E-3,62.317650
9.213841E-3,981.875360E-3,62.317650
9.229921E-3,973.995209E-3,61.885319
9.246000E-3,977.147341E-3,62.058254
9.262080E-3,977.147341E-3,62.058254
9.278161E-3,979.511380E-3,62.187954
9.294241E-3,980.299413E-3,62.231186
9.310321E-3,979.511380E-3,62.187954
9.326400E-3,979.511380E-3,62.187954
9.342480E-3,977.147341E-3,62.058254
9.358561E-3,977.935374E-3,62.101490
9.374641E-3,972.419202E-3,61.798855
9.390720E-3,975.571275E-3,61.971786
9.406800E-3,981.875360E-3,62.317650
9.422881E-3,979.511380E-3,62.187954
9.438961E-3,981.875360E-3,62.317650
9.455040E-3,973.207235E-3,61.842087
9.471120E-3,977.147341E-3,62.058254
9.487201E-3,985.815585E-3,62.533821
9.503281E-3,984.239519E-3,62.447353
9.519361E-3,979.511380E-3,62.187954
9.535440E-3,979.511380E-3,62.187954
9.551520E-3,975.571275E-3,61.971786
9.567601E-3,977.147341E-3,62.058254
9.583681E-3,983.451545E-3,62.404121
9.599760E-3,985.815585E-3,62.533821
9.615840E-3,984.239519E-3,62.447353
9.631921E-3,981.087387E-3,62.274418
9.648001E-3,979.511380E-3,62.187954
9.664080E-3,978.723407E-3,62.144722
9.680160E-3,977.147341E-3,62.058254
9.696241E-3,979.511380E-3,62.187954
9.712321E-3,983.451545E-3,62.404121
9.728401E-3,981.875360E-3,62.317650
9.744480E-3,983.451545E-3,62.404121
9.760560E-3,982.663512E-3,62.360889
9.776641E-3,981.087387E-3,62.274418
9.792721E-3,982.663512E-3,62.360889
9.808800E-3,979.511380E-3,62.187954
9.824880E-3,975.571275E-3,61.971786
9.840961E-3,981.087387E-3,62.274418
9.857041E-3,977.935374E-3,62.101490
9.873120E-3,983.451545E-3,62.404121
9.889200E-3,982.663512E-3,62.360889
9.905281E-3,980.299413E-3,62.231186
9.921361E-3,981.875360E-3,62.317650
9.937441E-3,981.087387E-3,62.274418
9.953520E-3,983.451545E-3,62.404121
9.969600E-3,982.663512E-3,62.360889
9.985681E-3,974.783182E-3,61.928551
10.001761E-3,976.359248E-3,62.015018
10.017840E-3,982.663512E-3,62.360889
10.033920E-3,982.663512E-3,62.360889
10.050001E-3,981.087387E-3,62.274418
10.066081E-3,985.027492E-3,62.490585
10.082160E-3,983.451545E-3,62.404121
10.098240E-3,979.511380E-3,62.187954
10.114321E-3,982.663512E-3,62.360889
10.130401E-3,981.875360E-3,62.317650
10.146481E-3,981.875360E-3,62.317650
10.162560E-3,980.299413E-3,62.231186
10.178640E-3,978.723407E-3,62.144722
10.194721E-3,981.087387E-3,62.274418
10.210801E-3,985.027492E-3,62.490585
10.226880E-3,984.239519E-3,62.447353
10.242960E-3,978.723407E-3,62.144722
10.259041E-3,977.935374E-3,62.101490
10.275121E-3,981.875360E-3,62.317650
10.291200E-3,981.875360E-3,62.317650
10.307280E-3,981.875360E-3,62.317650
10.323361E-3,985.027492E-3,62.490585
10.339441E-3,981.087387E-3,62.274418
10.355521E-3,981.875360E-3,62.317650
10.371600E-3,985.815585E-3,62.533821
10.387680E-3,978.723407E-3,62.144722
10.403761E-3,979.511380E-3,62.187954
10.419841E-3,981.875360E-3,62.317650
10.435920E-3,980.299413E-3,62.231186
10.452000E-3,982.663512E-3,62.360889
10.468081E-3,981.087387E-3,62.274418
10.484161E-3,985.027492E-3,62.490585
10.500241E-3,983.451545E-3,62.404121
10.516320E-3,980.299413E-3,62.231186
10.532401E-3,985.027492E-3,62.490585
10.548481E-3,983.451545E-3,62.404121
10.564561E-3,984.239519E-3,62.447353
10.580640E-3,981.087387E-3,62.274418
10.596721E-3,982.663512E-3,62.360889
10.612801E-3,978.723407E-3,62.144722
